,Measurement Basis,TT,TR,RT,RR
0,H,38628,38241,45921,31210
1,D,68935,2666,73076,10951
2,R,46395,29172,75082,10328
3,V,32465,45821,45884,32333
4,A,2057,81559,13755,56769
5,L,24948,54815,12803,56367
