data_dir,C,DB_H,DB_V,SB,N,theta_estimate,delta_phi_estimate
2025-05-23--18h-41m-51s,1.0,2.0,26.0,11.0,40.0,2.2257683496037757,0.28872253391069386
2025-05-23--18h-41m-51s,0.0,1.0,30.0,9.0,40.0,2.397998956835325,0.0
2025-05-23--18h-41m-51s,1.0,0.0,21.0,18.0,40.0,2.13293256572479,0.2281500639200517
2025-05-23--18h-41m-51s,1.0,2.0,28.0,9.0,40.0,2.2914799599319062,0.3172771730595597
2025-05-23--18h-41m-51s,0.0,1.0,29.0,10.0,40.0,2.361232066721791,0.0
2025-05-23--18h-41m-51s,1.5,1.0,25.0,12.5,40.0,2.2257683496037757,0.3288607044945678
2025-05-23--18h-41m-51s,0.0,0.0,29.0,11.0,40.0,2.397998956835325,0.0
2025-05-23--18h-41m-51s,0.0,0.0,23.0,17.0,40.0,2.1941438108588938,0.0
2025-05-23--18h-41m-51s,0.0,1.0,31.0,8.0,40.0,2.4362991516840635,0.0
2025-05-23--18h-41m-51s,0.0,1.0,30.0,9.0,40.0,2.397998956835325,0.0
2025-05-23--18h-41m-51s,1.5,1.0,28.0,9.5,40.0,2.3257833085982966,0.3731082618073886
2025-05-23--18h-41m-51s,0.5,0.0,29.0,10.5,40.0,2.397998956835325,0.2117463452419459
2025-05-23--18h-41m-51s,0.5,2.0,31.0,6.5,40.0,2.397998956835325,0.2667111521503259
2025-05-23--18h-41m-51s,0.0,2.0,31.0,7.0,40.0,2.397998956835325,0.0
2025-05-23--18h-41m-51s,1.0,0.0,28.0,11.0,40.0,2.361232066721791,0.28872253391069386
2025-05-23--18h-41m-51s,0.5,1.0,27.0,11.5,40.0,2.2914799599319062,0.20259184530918437
2025-05-23--18h-41m-51s,0.5,0.0,28.0,11.5,40.0,2.361232066721791,0.20259184530918437
2025-05-23--18h-41m-51s,2.5,1.0,27.0,9.5,40.0,2.2914799599319062,0.467919394188705
2025-05-23--18h-41m-51s,0.5,2.0,29.0,8.5,40.0,2.3257833085982966,0.2345277804372816
2025-05-23--18h-41m-51s,1.5,0.0,27.0,11.5,40.0,2.3257833085982966,0.3418149295377484
2025-05-23--18h-41m-51s,0.5,3.0,20.0,16.5,40.0,2.01692025879791,0.1698338530039141
2025-05-23--18h-41m-51s,0.5,0.0,28.0,11.5,40.0,2.361232066721791,0.20259184530918437
2025-05-23--18h-41m-51s,0.0,0.0,28.0,12.0,40.0,2.361232066721791,0.0
2025-05-23--18h-41m-51s,1.5,1.0,26.0,11.5,40.0,2.258180766181213,0.3418149295377484
2025-05-23--18h-41m-51s,1.0,3.0,30.0,6.0,40.0,2.3257833085982966,0.38237550466972126
2025-05-23--18h-41m-51s,0.5,4.0,24.0,11.5,40.0,2.1032097821222386,0.20259184530918437
2025-05-23--18h-41m-51s,0.0,1.0,27.0,12.0,40.0,2.2914799599319062,0.0
