Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,555,75336,1043,62397,1598,137733
1,D,33199,37317,46145,31011,79344,68328
2,R,34344,36727,49035,29815,83379,66542
3,V,64758,924,86522,1435,151280,2359
4,A,31760,38294,43740,32269,75500,70563
5,L,31461,39607,42838,33306,74299,72913
