Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,306,151521,4278,132096,4584,283617
1,D,76531,74184,95111,62751,171642,136935
2,R,75244,74954,97598,61689,172842,136643
3,V,147761,508,174289,965,322050,1473
4,A,71195,78628,86779,68930,157974,147558
5,L,73680,77288,88516,67596,162196,144884
