,Measurement Basis,TT,TR,RT,RR
0,H,24559,85989,34052,74861
1,D,69628,34116,67361,51333
2,R,85154,14235,124137,5808
3,V,72533,29417,97317,26957
4,A,27836,83810,65058,53722
5,L,12219,102533,9387,96316
