,Measurement Basis,TT,TR,RT,RR
0,H,7297,108980,8929,92601
1,D,28265,85783,35800,75569
2,R,63821,44453,72380,48578
3,V,93413,9173,122354,9867
4,A,72935,33007,101320,24879
5,L,37861,74151,67855,51409
