Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,7297,108980,8929,92601,16226,201581
1,D,28265,85783,35800,75569,64065,161352
2,R,63821,44453,72380,48578,136201,93031
3,V,93413,9173,122354,9867,215767,19040
4,A,72935,33007,101320,24879,174255,57886
5,L,37861,74151,67855,51409,105716,125560
