data_dir,C,SB,DB_V,DB_H,N
2025-06-18--18h-57m-06s,92.0,52.0,21.0,35.0,200.0
2025-06-18--18h-57m-06s,99.0,49.0,21.0,31.0,200.0
2025-06-18--18h-57m-06s,101.0,45.0,23.0,31.0,200.0
2025-06-18--18h-57m-06s,103.0,51.0,15.0,31.0,200.0
2025-06-18--18h-57m-06s,100.0,52.0,23.0,25.0,200.0
2025-06-18--18h-57m-06s,94.0,48.0,33.0,25.0,200.0
2025-06-18--18h-57m-06s,105.0,39.0,22.0,34.0,200.0
2025-06-18--18h-57m-06s,110.0,51.0,17.0,22.0,200.0
2025-06-18--18h-57m-06s,96.0,55.0,24.0,25.0,200.0
2025-06-18--18h-57m-06s,101.0,43.0,33.0,23.0,200.0
2025-06-18--18h-57m-06s,97.0,44.0,25.0,34.0,200.0
2025-06-18--18h-57m-06s,107.0,44.0,22.0,27.0,200.0
2025-06-18--18h-57m-06s,88.0,63.0,21.0,28.0,200.0
2025-06-18--18h-57m-06s,101.0,49.0,23.0,27.0,200.0
2025-06-18--18h-57m-06s,94.0,56.0,29.0,21.0,200.0
2025-06-18--18h-57m-06s,97.0,51.0,24.0,28.0,200.0
2025-06-18--18h-57m-06s,104.0,47.0,30.0,19.0,200.0
2025-06-18--18h-57m-06s,99.0,48.0,17.0,36.0,200.0
2025-06-18--18h-57m-06s,99.0,56.0,17.0,28.0,200.0
2025-06-18--18h-57m-06s,93.0,57.0,18.0,32.0,200.0
2025-06-18--18h-57m-06s,93.0,54.0,23.0,30.0,200.0
2025-06-18--18h-57m-06s,92.0,48.0,29.0,31.0,200.0
2025-06-18--18h-57m-06s,110.0,51.0,22.0,17.0,200.0
2025-06-18--18h-57m-06s,99.0,55.0,31.0,15.0,200.0
2025-06-18--18h-57m-06s,97.0,54.0,19.0,30.0,200.0
2025-06-18--18h-57m-06s,102.0,55.0,21.0,22.0,200.0
2025-06-18--18h-57m-06s,107.0,50.0,15.0,28.0,200.0
2025-06-18--18h-57m-06s,82.0,49.0,35.0,34.0,200.0
2025-06-18--18h-57m-06s,105.0,48.0,25.0,22.0,200.0
2025-06-18--18h-57m-06s,106.0,46.0,21.0,27.0,200.0
2025-06-18--18h-57m-06s,103.0,47.0,19.0,31.0,200.0
2025-06-18--18h-57m-06s,100.0,59.0,24.0,17.0,200.0
2025-06-18--18h-57m-06s,93.0,47.0,27.0,33.0,200.0
2025-06-18--18h-57m-06s,104.0,44.0,24.0,28.0,200.0
2025-06-18--18h-57m-06s,91.0,55.0,23.0,31.0,200.0
2025-06-18--18h-57m-06s,87.0,57.0,25.0,31.0,200.0
2025-06-18--18h-57m-06s,112.0,41.0,25.0,22.0,200.0
2025-06-18--18h-57m-06s,113.0,45.0,25.0,17.0,200.0
2025-06-18--18h-57m-06s,107.0,45.0,25.0,23.0,200.0
2025-06-18--18h-57m-06s,103.0,50.0,23.0,24.0,200.0
2025-06-18--18h-57m-06s,103.0,51.0,26.0,20.0,200.0
2025-06-18--18h-57m-06s,100.0,50.0,29.0,21.0,200.0
2025-06-18--18h-57m-06s,102.0,50.0,22.0,26.0,200.0
2025-06-18--18h-57m-06s,108.0,43.0,28.0,21.0,200.0
2025-06-18--18h-57m-06s,89.0,59.0,32.0,20.0,200.0
2025-06-18--18h-57m-06s,113.0,51.0,23.0,13.0,200.0
2025-06-18--18h-57m-06s,101.0,53.0,17.0,29.0,200.0
2025-06-18--18h-57m-06s,106.0,42.0,25.0,27.0,200.0
2025-06-18--18h-57m-06s,103.0,46.0,25.0,26.0,200.0
2025-06-18--18h-57m-06s,100.0,50.0,23.0,27.0,200.0
2025-06-18--18h-57m-06s,99.0,49.0,26.0,26.0,200.0
2025-06-18--18h-57m-06s,94.0,61.0,16.0,29.0,200.0
2025-06-18--18h-57m-06s,102.0,50.0,16.0,32.0,200.0
2025-06-18--18h-57m-06s,101.0,53.0,25.0,21.0,200.0
2025-06-18--18h-57m-06s,105.0,42.0,24.0,29.0,200.0
2025-06-18--18h-57m-06s,96.0,51.0,25.0,28.0,200.0
2025-06-18--18h-57m-06s,92.0,53.0,26.0,29.0,200.0
2025-06-18--18h-57m-06s,98.0,55.0,23.0,24.0,200.0
2025-06-18--18h-57m-06s,96.0,53.0,24.0,27.0,200.0
2025-06-18--18h-57m-06s,92.0,49.0,31.0,28.0,200.0
2025-06-18--18h-57m-06s,90.0,50.0,30.0,30.0,200.0
