Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,24559,85989,34052,74861,58611,160850
1,D,69628,34116,67361,51333,136989,85449
2,R,85154,14235,124137,5808,209291,20043
3,V,72533,29417,97317,26957,169850,56374
4,A,27836,83810,65058,53722,92894,137532
5,L,12219,102533,9387,96316,21606,198849
