Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,21211,127236,23133,110026,44344,237262
1,D,37905,110796,31523,106631,69428,217427
2,R,110769,38199,105854,49987,216623,88186
3,V,125698,22650,140365,22767,266063,45417
4,A,108393,38779,139080,21633,247473,60412
5,L,36928,112258,68658,78587,105586,190845
