Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,113359,17306,112840,14545,226199,31851
1,D,98671,33284,80309,40322,178980,73606
2,R,93605,37419,104945,20688,198550,58107
3,V,17050,112789,21228,80676,38278,193465
4,A,32378,99487,49172,63931,81550,163418
5,L,36478,94753,21533,84598,58011,179351
