Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,33884,28777,29240,26639,63124,55416
1,D,62630,1093,55472,1365,118102,2458
2,R,26124,35876,36196,20029,62320,55905
3,V,29991,32723,30488,25282,60479,58005
4,A,1007,59373,1525,53652,2532,113025
5,L,37787,25138,20620,35348,58407,60486
