,Measurement Basis,TT,TR,RT,RR
0,H,122819,21479,153940,17908
1,D,118625,26077,126119,40321
2,R,88758,57070,129578,38487
3,V,21105,126132,31440,113059
4,A,24052,122907,50334,100432
5,L,54674,91413,44660,104322
