Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,122819,21479,153940,17908,276759,39387
1,D,118625,26077,126119,40321,244744,66398
2,R,88758,57070,129578,38487,218336,95557
3,V,21105,126132,31440,113059,52545,239191
4,A,24052,122907,50334,100432,74386,223339
5,L,54674,91413,44660,104322,99334,195735
