Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,53511,23482,62655,19468,116166,42950
1,D,67508,7357,70141,13950,137649,21307
2,R,47102,31521,71253,13075,118355,44596
3,V,20280,62234,28896,43898,49176,106132
4,A,5978,78582,16667,53981,22645,132563
5,L,26173,54918,14376,55217,40549,110135
