,Measurement Basis,TT,TR,RT,RR
0,H,33884,28777,29240,26639
1,D,62630,1093,55472,1365
2,R,26124,35876,36196,20029
3,V,29991,32723,30488,25282
4,A,1007,59373,1525,53652
5,L,37787,25138,20620,35348
