Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,550,147435,897,124896,1447,272331
1,D,73492,75457,87287,62941,160779,138398
2,R,76093,73690,91108,60154,167201,133844
3,V,147945,948,167994,1591,315939,2539
4,A,74647,73616,85285,64339,159932,137955
5,L,73186,76853,84942,64951,158128,141804
