,Measurement Basis,TT,TR,RT,RR
0,H,550,147435,897,124896
1,D,73492,75457,87287,62941
2,R,76093,73690,91108,60154
3,V,147945,948,167994,1591
4,A,74647,73616,85285,64339
5,L,73186,76853,84942,64951
