,Measurement Basis,TT,TR,RT,RR
0,H,16503,94239,17344,84826
1,D,22913,90353,22127,84302
2,R,76497,38370,66533,48472
3,V,97744,16384,106533,17390
4,A,90380,22702,107663,15117
5,L,38723,74067,64875,49334
