Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,16503,94239,17344,84826,33847,179065
1,D,22913,90353,22127,84302,45040,174655
2,R,76497,38370,66533,48472,143030,86842
3,V,97744,16384,106533,17390,204277,33774
4,A,90380,22702,107663,15117,198043,37819
5,L,38723,74067,64875,49334,103598,123401
