,Measurement Basis,TT,TR,RT,RR
0,H,91525,35644,90915,29923
1,D,105262,21793,84556,35616
2,R,102096,26492,121522,9497
3,V,35884,92494,42903,66460
4,A,21370,106903,44994,65669
5,L,25624,102866,8807,93374
