Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,46568,39921,48057,32951,94625,72872
1,D,82877,5564,90824,1134,173701,6698
2,R,25219,61433,47184,34511,72403,95944
3,V,41815,45982,49371,32440,91186,78422
4,A,5511,79237,639,69237,6150,148474
5,L,63021,24375,44449,36456,107470,60831
