,Measurement Basis,TT,TR,RT,RR
0,H,46568,39921,48057,32951
1,D,82877,5564,90824,1134
2,R,25219,61433,47184,34511
3,V,41815,45982,49371,32440
4,A,5511,79237,639,69237
5,L,63021,24375,44449,36456
