Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,49518,58050,69611,50242,119129,108292
1,D,87860,13248,92050,33224,179910,46472
2,R,79530,23025,127664,5665,207194,28690
3,V,48894,59254,67787,52458,116681,111712
4,A,10281,105435,40622,74616,50903,180051
5,L,19128,94803,5914,100350,25042,195153
