,Measurement Basis,TT,TR,RT,RR
0,H,49518,58050,69611,50242
1,D,87860,13248,92050,33224
2,R,79530,23025,127664,5665
3,V,48894,59254,67787,52458
4,A,10281,105435,40622,74616
5,L,19128,94803,5914,100350
