theta,delta_phi,psi_hwp_a,psi_qwp_a,psi_hwp_b,psi_qwp_b,measurement_time,power,temperature
0.7853981633974483,0.06544984694978735,13.52503267170461,22.05558247447343,-15.550911616237595,-20.195752916308255,90,10,32.7C
