data_dir,repetition,C,DB_H,DB_V,SB,N
2025-06-01--00h-07m-09s,0,0.5,1.0,2.0,1.0,4.5
2025-06-01--00h-07m-09s,1,0.0,0.0,1.0,0.0,1.0
2025-06-01--00h-07m-09s,2,0.0,2.0,2.0,2.0,6.0
2025-06-01--00h-07m-09s,4,0.0,2.0,1.0,0.5,3.5
2025-06-01--00h-07m-09s,6,0.0,1.0,0.0,0.0,1.0
2025-06-01--00h-07m-09s,7,0.0,0.0,1.0,1.5,2.5
2025-06-01--00h-07m-09s,8,0.0,0.0,0.0,1.5,1.5
2025-06-01--00h-07m-09s,9,0.0,1.0,2.0,1.5,4.5
2025-06-01--00h-07m-09s,10,0.0,0.0,1.0,1.5,2.5
2025-06-01--00h-07m-09s,11,0.0,0.0,1.0,2.5,3.5
2025-06-01--00h-07m-09s,12,0.0,1.0,0.0,1.0,2.0
2025-06-01--00h-07m-09s,13,0.5,0.0,0.0,0.5,1.0
2025-06-01--00h-07m-09s,14,0.0,0.0,1.0,0.5,1.5
2025-06-01--00h-07m-09s,15,0.0,1.0,0.0,1.0,2.0
2025-06-01--00h-07m-09s,16,0.0,0.0,1.0,0.5,1.5
2025-06-01--00h-07m-09s,17,0.0,0.0,1.0,2.0,3.0
2025-06-01--00h-07m-09s,18,0.0,1.0,0.0,1.0,2.0
2025-06-01--00h-07m-09s,19,0.0,0.0,0.0,2.0,2.0
2025-06-01--00h-07m-09s,20,0.0,1.0,1.0,2.5,4.5
2025-06-01--00h-07m-09s,22,0.5,1.0,0.0,2.5,4.0
2025-06-01--00h-07m-09s,23,0.0,0.0,1.0,0.5,1.5
2025-06-01--00h-07m-09s,24,0.0,0.0,1.0,0.0,1.0
2025-06-01--00h-07m-09s,25,0.0,1.0,0.0,1.5,2.5
2025-06-01--00h-07m-09s,27,0.5,0.0,0.0,0.5,1.0
2025-06-01--00h-07m-09s,28,0.0,0.0,1.0,0.0,1.0
2025-06-01--00h-07m-09s,29,0.0,0.0,0.0,1.0,1.0
2025-06-01--00h-07m-09s,30,0.0,1.0,0.0,0.5,1.5
2025-06-01--00h-07m-09s,31,0.0,1.0,1.0,0.5,2.5
2025-06-01--00h-07m-09s,32,0.0,1.0,1.0,0.5,2.5
2025-06-01--00h-07m-09s,33,0.0,0.0,0.0,2.0,2.0
2025-06-01--00h-07m-09s,34,0.0,1.0,0.0,0.0,1.0
2025-06-01--00h-07m-09s,35,0.0,2.0,2.0,1.5,5.5
2025-06-01--00h-07m-09s,36,0.0,1.0,0.0,1.0,2.0
2025-06-01--00h-07m-09s,37,0.0,2.0,0.0,1.0,3.0
2025-06-01--00h-07m-09s,38,0.0,1.0,1.0,0.5,2.5
2025-06-01--00h-07m-09s,39,0.0,0.0,2.0,1.0,3.0
2025-06-01--00h-07m-09s,40,0.0,1.0,0.0,0.5,1.5
2025-06-01--00h-07m-09s,41,0.0,1.0,1.0,1.0,3.0
2025-06-01--00h-07m-09s,42,0.0,2.0,0.0,2.0,4.0
2025-06-01--00h-07m-09s,44,0.0,0.0,0.0,1.5,1.5
2025-06-01--00h-07m-09s,45,0.0,1.0,1.0,0.5,2.5
2025-06-01--00h-07m-09s,46,0.0,1.0,1.0,2.0,4.0
2025-06-01--00h-07m-09s,47,0.0,3.0,0.0,0.5,3.5
2025-06-01--00h-07m-09s,48,0.0,0.0,1.0,0.5,1.5
2025-06-01--00h-07m-09s,49,0.0,1.0,0.0,1.0,2.0
2025-06-01--00h-07m-09s,50,0.0,1.0,0.0,1.5,2.5
2025-06-01--00h-07m-09s,51,0.0,1.0,2.0,1.5,4.5
2025-06-01--00h-07m-09s,52,0.5,0.0,1.0,0.0,1.5
2025-06-01--00h-07m-09s,53,0.0,1.0,1.0,1.5,3.5
2025-06-01--00h-07m-09s,54,0.0,0.0,1.0,1.5,2.5
2025-06-01--00h-07m-09s,55,0.0,2.0,1.0,3.0,6.0
2025-06-01--00h-07m-09s,56,0.0,1.0,2.0,0.5,3.5
2025-06-01--00h-07m-09s,57,0.0,0.0,1.0,1.0,2.0
