,Measurement Basis,TT,TR,RT,RR
0,H,130614,447,129205,1192
1,D,65542,67746,60956,53216
2,R,65184,66372,60314,53784
3,V,302,131935,751,96537
4,A,66186,66282,64642,50552
5,L,65128,67574,63640,51851
