Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,41218,81183,44144,66081,85362,147264
1,D,112882,9878,129022,3994,241904,13872
2,R,36314,86565,71031,48365,107345,134930
3,V,82232,41392,97729,28151,179961,69543
4,A,9659,112370,6303,95977,15962,208347
5,L,86167,36087,64942,51026,151109,87113
