Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,89620,8203,123995,8424,213615,16627
1,D,28086,83019,31987,80836,60073,163855
2,R,60567,44903,63564,57164,124131,102067
3,V,6495,108952,7160,98776,13655,207728
4,A,68475,34322,97147,29300,165622,63622
5,L,36956,73067,65136,55523,102092,128590
