,Measurement Basis,TT,TR,RT,RR
0,H,72960,6261,82727,6678
1,D,22065,65427,19850,52874
2,R,47705,36791,42204,36755
3,V,5071,84265,5950,60562
4,A,54804,26377,66639,17616
5,L,30157,56566,44264,34699
