theta,delta_phi,psi_hwp_a,psi_qwp_a,psi_hwp_b,psi_qwp_b,measurement_time,repetitions
2.076645991355965,0,33.03351157994612,59.87140770271896,-39.780333413532325,-62.77839858828424,0.0001,100
