,Measurement Basis,TT,TR,RT,RR
0,H,11991,65136,13610,54289
1,D,38034,36100,35416,40097
2,R,58689,10489,75456,10374
3,V,56478,14611,75832,11300
4,A,30979,44751,56643,25211
5,L,9173,69750,16038,54959
