,Measurement Basis,TT,TR,RT,RR
0,H,50093,58020,71790,49020
1,D,97341,2705,114257,16408
2,R,63564,43135,114087,17288
3,V,49802,60093,69756,51771
4,A,1958,117479,19731,92183
5,L,36092,74877,20273,89392
