theta,delta_phi,psi_hwp_a,psi_qwp_a,psi_hwp_b,psi_qwp_b,measurement_time,repetitions
1.2246886615689023,0,20.73429409044615,34.797656763639246,-25.38136298779927,-32.52244158434212,0.0001,100
