,Measurement Basis,TT,TR,RT,RR
0,H,38778,38546,46587,30939
1,D,70848,2272,87662,1803
2,R,26392,53793,54255,27103
3,V,33709,45257,47560,31147
4,A,1709,82018,1523,65351
5,L,46327,31219,35492,40686
