,Measurement Basis,TT,TR,RT,RR
0,H,81660,16906,116122,13842
1,D,80920,17696,105663,21035
2,R,42775,63979,78431,44142
3,V,14308,97798,22123,86155
4,A,14630,98024,22579,87945
5,L,53283,52179,48963,66385
