data_dir,C',SB,VV,HH,N
2025-07-07--14h-57m-39s,20.0,0.0,95.0,5.0,120.0
2025-07-07--14h-57m-39s,26.0,0.0,93.0,1.0,120.0
2025-07-07--14h-57m-39s,24.0,1.0,92.0,3.0,120.0
2025-07-07--14h-57m-39s,32.0,0.0,87.0,1.0,120.0
2025-07-07--14h-57m-39s,34.0,1.0,79.0,6.0,120.0
2025-07-07--14h-57m-39s,23.0,0.0,96.0,1.0,120.0
2025-07-07--14h-57m-39s,27.0,0.0,90.0,3.0,120.0
2025-07-07--14h-57m-39s,26.0,1.0,92.0,1.0,120.0
2025-07-07--14h-57m-39s,36.0,1.0,82.0,1.0,120.0
2025-07-07--14h-57m-39s,33.0,1.0,83.0,3.0,120.0
2025-07-07--14h-57m-39s,22.0,0.0,95.0,3.0,120.0
2025-07-07--14h-57m-39s,32.0,2.0,79.0,7.0,120.0
2025-07-07--14h-57m-39s,31.0,2.0,86.0,1.0,120.0
2025-07-07--14h-57m-39s,22.0,0.0,96.0,2.0,120.0
2025-07-07--14h-57m-39s,32.0,1.0,84.0,3.0,120.0
2025-07-07--14h-57m-39s,29.0,0.0,88.0,3.0,120.0
2025-07-07--14h-57m-39s,28.0,2.0,88.0,2.0,120.0
2025-07-07--14h-57m-39s,20.0,5.0,90.0,5.0,120.0
2025-07-07--14h-57m-39s,24.0,0.0,93.0,3.0,120.0
2025-07-07--14h-57m-39s,25.0,1.0,92.0,2.0,120.0
2025-07-07--14h-57m-39s,27.0,0.0,91.0,2.0,120.0
2025-07-07--14h-57m-39s,31.0,0.0,87.0,2.0,120.0
2025-07-07--14h-57m-39s,28.0,0.0,91.0,1.0,120.0
2025-07-07--14h-57m-39s,37.0,0.0,79.0,4.0,120.0
2025-07-07--14h-57m-39s,34.0,2.0,83.0,1.0,120.0
2025-07-07--14h-57m-39s,24.0,1.0,94.0,1.0,120.0
2025-07-07--14h-57m-39s,43.0,2.0,75.0,0.0,120.0
2025-07-07--14h-57m-39s,29.0,2.0,86.0,3.0,120.0
2025-07-07--14h-57m-39s,30.0,1.0,88.0,1.0,120.0
2025-07-07--14h-57m-39s,22.0,3.0,93.0,2.0,120.0
2025-07-07--14h-57m-39s,24.0,0.0,95.0,1.0,120.0
2025-07-07--14h-57m-39s,24.0,1.0,88.0,7.0,120.0
2025-07-07--14h-57m-39s,22.0,0.0,96.0,2.0,120.0
2025-07-07--14h-57m-39s,33.0,2.0,82.0,3.0,120.0
2025-07-07--14h-57m-39s,25.0,1.0,94.0,0.0,120.0
2025-07-07--14h-57m-39s,30.0,1.0,87.0,2.0,120.0
2025-07-07--14h-57m-39s,28.0,0.0,89.0,3.0,120.0
2025-07-07--14h-57m-39s,20.0,2.0,93.0,5.0,120.0
2025-07-07--14h-57m-39s,24.0,1.0,89.0,6.0,120.0
2025-07-07--14h-57m-39s,29.0,1.0,88.0,2.0,120.0
2025-07-07--14h-57m-39s,25.0,1.0,92.0,2.0,120.0
2025-07-07--14h-57m-39s,26.0,0.0,91.0,3.0,120.0
2025-07-07--14h-57m-39s,28.0,0.0,92.0,0.0,120.0
2025-07-07--14h-57m-39s,23.0,0.0,92.0,5.0,120.0
2025-07-07--14h-57m-39s,30.0,0.0,87.0,3.0,120.0
2025-07-07--14h-57m-39s,25.0,0.0,92.0,3.0,120.0
2025-07-07--14h-57m-39s,32.0,5.0,79.0,4.0,120.0
2025-07-07--14h-57m-39s,26.0,0.0,90.0,4.0,120.0
2025-07-07--14h-57m-39s,34.0,1.0,82.0,3.0,120.0
2025-07-07--14h-57m-39s,26.0,3.0,91.0,0.0,120.0
2025-07-07--14h-57m-39s,30.0,1.0,87.0,2.0,120.0
2025-07-07--14h-57m-39s,22.0,1.0,94.0,3.0,120.0
2025-07-07--14h-57m-39s,25.0,1.0,91.0,3.0,120.0
2025-07-07--14h-57m-39s,26.0,1.0,88.0,5.0,120.0
2025-07-07--14h-57m-39s,25.0,1.0,91.0,3.0,120.0
2025-07-07--14h-57m-39s,33.0,1.0,82.0,4.0,120.0
2025-07-07--14h-57m-39s,20.0,1.0,98.0,1.0,120.0
2025-07-07--14h-57m-39s,35.0,2.0,81.0,2.0,120.0
2025-07-07--14h-57m-39s,22.0,1.0,96.0,1.0,120.0
2025-07-07--14h-57m-39s,25.0,3.0,88.0,4.0,120.0
2025-07-07--14h-57m-39s,23.0,2.0,93.0,2.0,120.0
2025-07-07--14h-57m-39s,26.0,3.0,88.0,3.0,120.0
2025-07-07--14h-57m-39s,33.0,0.0,84.0,3.0,120.0
2025-07-07--14h-57m-39s,23.0,0.0,94.0,3.0,120.0
2025-07-07--14h-57m-39s,28.0,1.0,90.0,1.0,120.0
2025-07-07--14h-57m-39s,23.0,0.0,93.0,4.0,120.0
2025-07-07--14h-57m-39s,28.0,3.0,88.0,1.0,120.0
2025-07-07--14h-57m-39s,23.0,0.0,95.0,2.0,120.0
2025-07-07--14h-57m-39s,26.0,1.0,86.0,7.0,120.0
2025-07-07--14h-57m-39s,24.0,2.0,92.0,2.0,120.0
2025-07-07--14h-57m-39s,32.0,1.0,86.0,1.0,120.0
2025-07-07--14h-57m-39s,21.0,2.0,94.0,3.0,120.0
2025-07-07--14h-57m-39s,34.0,2.0,84.0,0.0,120.0
2025-07-07--14h-57m-39s,34.0,2.0,83.0,1.0,120.0
2025-07-07--14h-57m-39s,31.0,1.0,88.0,0.0,120.0
2025-07-07--14h-57m-39s,32.0,1.0,83.0,4.0,120.0
2025-07-07--14h-57m-39s,22.0,1.0,96.0,1.0,120.0
2025-07-07--14h-57m-39s,35.0,1.0,82.0,2.0,120.0
2025-07-07--14h-57m-39s,23.0,0.0,95.0,2.0,120.0
2025-07-07--14h-57m-39s,34.0,0.0,83.0,3.0,120.0
2025-07-07--14h-57m-39s,32.0,0.0,85.0,3.0,120.0
