Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,21498,127813,28601,113279,50099,241092
1,D,74950,73861,63886,87393,138836,161254
2,R,125819,22630,146124,22133,271943,44763
3,V,124642,22628,146434,21884,271076,44512
4,A,71153,77272,115718,45333,186871,122605
5,L,22099,128877,35884,109776,57983,238653
