,Measurement Basis,TT,TR,RT,RR
0,H,21498,127813,28601,113279
1,D,74950,73861,63886,87393
2,R,125819,22630,146124,22133
3,V,124642,22628,146434,21884
4,A,71153,77272,115718,45333
5,L,22099,128877,35884,109776
