,Measurement Basis,TT,TR,RT,RR
0,H,97844,47728,121807,42061
1,D,100018,47396,81465,74927
2,R,134538,11317,166551,8538
3,V,47046,100875,58849,91401
4,A,44883,102696,96495,62886
5,L,10655,137534,10305,130267
