Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,65753,11753,75893,9966,141646,21719
1,D,61957,17132,63825,19646,125782,36778
2,R,46346,35327,65117,18763,111463,54090
3,V,10245,76488,15187,55003,25432,131491
4,A,13921,72333,22746,50152,36667,122485
5,L,29705,54150,20411,51383,50116,105533
