Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,33118,31378,34354,30344,67472,61722
1,D,64811,1058,57465,7517,122276,8575
2,R,39776,25821,51992,12687,91768,38508
3,V,32875,31635,33286,31770,66161,63405
4,A,889,61451,7320,58193,8209,119644
5,L,26956,37709,12549,53380,39505,91089
