Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,75925,438,86872,1104,162797,1542
1,D,37492,45177,40641,35162,78133,80339
2,R,37590,44481,40008,35326,77598,79807
3,V,260,88216,585,62733,845,150949
4,A,37944,44574,43589,33358,81533,77932
5,L,37639,45523,42617,34137,80256,79660
