data_dir,repetition,C,DB_H,DB_V,SB,N
2025-05-23--16h-58m-13s,0,0.0,0.0,3.0,0.0,3.0
2025-05-23--16h-58m-13s,1,0.0,0.0,2.0,0.0,2.0
2025-05-23--16h-58m-13s,2,0.0,0.0,2.0,0.0,2.0
2025-05-23--16h-58m-13s,3,0.0,0.0,2.0,0.0,2.0
2025-05-23--16h-58m-13s,4,0.0,0.0,5.0,0.0,5.0
2025-05-23--16h-58m-13s,5,0.0,0.0,2.0,0.0,2.0
2025-05-23--16h-58m-13s,6,0.0,0.0,5.0,0.0,5.0
2025-05-23--16h-58m-13s,7,0.0,0.0,1.0,0.0,1.0
2025-05-23--16h-58m-13s,9,0.0,0.0,2.0,0.0,2.0
2025-05-23--16h-58m-13s,10,0.0,0.0,2.0,0.0,2.0
2025-05-23--16h-58m-13s,11,0.0,0.0,2.0,0.0,2.0
2025-05-23--16h-58m-13s,12,0.0,0.0,3.0,0.0,3.0
2025-05-23--16h-58m-13s,13,0.0,0.0,3.0,0.0,3.0
2025-05-23--16h-58m-13s,14,0.0,0.0,1.0,0.0,1.0
2025-05-23--16h-58m-13s,15,0.0,0.0,1.0,0.0,1.0
2025-05-23--16h-58m-13s,17,0.0,0.0,2.0,0.0,2.0
2025-05-23--16h-58m-13s,18,0.5,0.0,1.0,0.0,1.5
2025-05-23--16h-58m-13s,21,0.0,0.0,2.0,0.0,2.0
2025-05-23--16h-58m-13s,22,0.0,0.0,1.0,0.0,1.0
2025-05-23--16h-58m-13s,25,0.0,0.0,2.0,0.0,2.0
2025-05-23--16h-58m-13s,26,0.0,0.0,1.0,0.0,1.0
2025-05-23--16h-58m-13s,27,0.0,0.0,2.0,0.0,2.0
2025-05-23--16h-58m-13s,29,0.0,0.0,1.0,0.0,1.0
2025-05-23--16h-58m-13s,30,0.0,0.0,2.0,0.0,2.0
2025-05-23--16h-58m-13s,32,0.0,0.0,1.0,0.0,1.0
2025-05-23--16h-58m-13s,34,0.0,0.0,1.0,0.0,1.0
