Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,74096,12870,72359,12113,146455,24983
1,D,33706,53340,20031,51243,53737,104583
2,R,70662,16436,63067,19730,133729,36166
3,V,12280,75322,13291,55386,25571,130708
4,A,51186,35043,65553,17256,116739,52299
5,L,15134,72573,21654,49984,36788,122557
