Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,72921,29567,100023,27407,172944,56974
1,D,38497,71372,26331,84697,64828,156069
2,R,90500,10074,105556,22921,196056,32995
3,V,24829,87556,31657,78868,56486,166424
4,A,58983,46496,104396,23414,163379,69910
5,L,8014,107262,24802,86955,32816,194217
