,Measurement Basis,TT,TR,RT,RR
0,H,72921,29567,100023,27407
1,D,38497,71372,26331,84697
2,R,90500,10074,105556,22921
3,V,24829,87556,31657,78868
4,A,58983,46496,104396,23414
5,L,8014,107262,24802,86955
