data_dir,C,DB_H,DB_V,SB,N
2025-05-29--00h-01m-32s,6.5,19.0,75.0,59.5,160.0
2025-05-29--00h-01m-32s,3.0,15.0,80.0,62.0,160.0
2025-05-29--00h-01m-32s,4.5,14.0,81.0,60.5,160.0
2025-05-29--00h-01m-32s,2.5,10.0,93.0,54.5,160.0
2025-05-29--00h-01m-32s,4.0,18.0,84.0,54.0,160.0
2025-05-29--00h-01m-32s,2.0,12.0,92.0,54.0,160.0
2025-05-29--00h-01m-32s,3.5,16.0,84.0,56.5,160.0
2025-05-29--00h-01m-32s,3.5,18.0,79.0,59.5,160.0
2025-05-29--00h-01m-32s,2.0,16.0,79.0,63.0,160.0
2025-05-29--00h-01m-32s,1.5,14.0,86.0,58.5,160.0
2025-05-29--00h-01m-32s,3.0,22.0,67.0,68.0,160.0
2025-05-29--00h-01m-32s,5.0,16.0,79.0,60.0,160.0
2025-05-29--00h-01m-32s,3.5,15.0,76.0,65.5,160.0
2025-05-29--00h-01m-32s,1.5,14.0,88.0,56.5,160.0
2025-05-29--00h-01m-32s,1.5,17.0,85.0,56.5,160.0
2025-05-29--00h-01m-32s,1.5,12.0,93.0,53.5,160.0
2025-05-29--00h-01m-32s,5.5,22.0,74.0,58.5,160.0
2025-05-29--00h-01m-32s,3.5,13.0,90.0,53.5,160.0
2025-05-29--00h-01m-32s,2.0,12.0,90.0,56.0,160.0
2025-05-29--00h-01m-32s,1.0,17.0,91.0,51.0,160.0
2025-05-29--00h-01m-32s,3.5,13.0,85.0,58.5,160.0
2025-05-29--00h-01m-32s,2.5,12.0,90.0,55.5,160.0
2025-05-29--00h-01m-32s,3.5,18.0,95.0,43.5,160.0
2025-05-29--00h-01m-32s,4.0,17.0,91.0,48.0,160.0
2025-05-29--00h-01m-32s,3.0,17.0,75.0,65.0,160.0
2025-05-29--00h-01m-32s,2.0,12.0,91.0,55.0,160.0
2025-05-29--00h-01m-32s,1.5,15.0,78.0,65.5,160.0
2025-05-29--00h-01m-32s,2.5,12.0,92.0,53.5,160.0
2025-05-29--00h-01m-32s,2.0,19.0,89.0,50.0,160.0
2025-05-29--00h-01m-32s,2.5,11.0,84.0,62.5,160.0
2025-05-29--00h-01m-32s,2.0,10.0,87.0,61.0,160.0
2025-05-29--00h-01m-32s,4.0,14.0,92.0,50.0,160.0
2025-05-29--00h-01m-32s,3.0,5.0,82.0,70.0,160.0
2025-05-29--00h-01m-32s,1.5,12.0,80.0,66.5,160.0
2025-05-29--00h-01m-32s,0.5,14.0,81.0,64.5,160.0
2025-05-29--00h-01m-32s,3.5,11.0,82.0,63.5,160.0
2025-05-29--00h-01m-32s,3.5,18.0,80.0,58.5,160.0
2025-05-29--00h-01m-32s,2.0,14.0,87.0,57.0,160.0
2025-05-29--00h-01m-32s,1.0,20.0,84.0,55.0,160.0
2025-05-29--00h-01m-32s,3.5,12.0,83.0,61.5,160.0
2025-05-29--00h-01m-32s,2.0,10.0,85.0,63.0,160.0
2025-05-29--00h-01m-32s,1.0,13.0,92.0,54.0,160.0
2025-05-29--00h-01m-32s,2.5,17.0,91.0,49.5,160.0
2025-05-29--00h-01m-32s,3.5,11.0,88.0,57.5,160.0
2025-05-29--00h-01m-32s,3.0,14.0,79.0,64.0,160.0
2025-05-29--00h-01m-32s,3.5,14.0,85.0,57.5,160.0
2025-05-29--00h-01m-32s,4.5,10.0,78.0,67.5,160.0
