Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,92273,1116,90003,969,182276,2085
1,D,45258,47280,42066,37277,87324,84557
2,R,46025,46934,41101,37938,87126,84872
3,V,830,90995,455,65961,1285,156956
4,A,46130,44981,45151,34304,91281,79285
5,L,45456,46487,44599,34470,90055,80957
