,Measurement Basis,TT,TR,RT,RR
0,H,92273,1116,90003,969
1,D,45258,47280,42066,37277
2,R,46025,46934,41101,37938
3,V,830,90995,455,65961
4,A,46130,44981,45151,34304
5,L,45456,46487,44599,34470
