,Measurement Basis,TT,TR,RT,RR
0,H,33298,31741,32241,33788
1,D,1123,61486,7841,58250
2,R,26714,38240,12013,53317
3,V,33575,31473,31047,35100
4,A,65745,1164,56758,7851
5,L,40463,25327,52739,12207
