detector_a_name,detector_b_name,tomography_setting_t,tomography_setting_r,repetition,coincidences,timestamp
7,12,H,H,3,0,2025-05-30--14h-04m-19s-340464
7,11,H,H,3,0,2025-05-30--14h-04m-19s-340464
7,10,H,H,3,0,2025-05-30--14h-04m-19s-340464
2,9,H,H,3,0,2025-05-30--14h-04m-19s-340464
2,12,H,H,3,0,2025-05-30--14h-04m-19s-340464
2,11,H,H,3,0,2025-05-30--14h-04m-19s-340464
2,10,H,H,3,0,2025-05-30--14h-04m-19s-340464
2,4,H,H,3,0,2025-05-30--14h-04m-19s-340464
2,7,H,H,3,0,2025-05-30--14h-04m-19s-340464
9,12,H,H,4,0,2025-05-30--14h-04m-19s-348448
9,11,H,H,4,0,2025-05-30--14h-04m-19s-348448
9,10,H,H,4,0,2025-05-30--14h-04m-19s-348448
11,12,H,H,4,0,2025-05-30--14h-04m-19s-348448
10,12,H,H,4,0,2025-05-30--14h-04m-19s-348448
10,11,H,H,4,0,2025-05-30--14h-04m-19s-348448
1,9,H,H,4,0,2025-05-30--14h-04m-19s-348448
1,12,H,H,4,0,2025-05-30--14h-04m-19s-348448
1,11,H,H,4,0,2025-05-30--14h-04m-19s-348448
1,10,H,H,4,0,2025-05-30--14h-04m-19s-348448
1,4,H,H,4,0,2025-05-30--14h-04m-19s-348448
1,7,H,H,4,0,2025-05-30--14h-04m-19s-348448
1,2,H,H,4,0,2025-05-30--14h-04m-19s-348448
4,9,H,H,4,0,2025-05-30--14h-04m-19s-348448
4,12,H,H,4,0,2025-05-30--14h-04m-19s-348448
4,11,H,H,4,0,2025-05-30--14h-04m-19s-348448
4,10,H,H,4,0,2025-05-30--14h-04m-19s-348448
4,7,H,H,4,0,2025-05-30--14h-04m-19s-348448
7,9,H,H,4,0,2025-05-30--14h-04m-19s-348448
7,12,H,H,4,0,2025-05-30--14h-04m-19s-348448
7,11,H,H,4,0,2025-05-30--14h-04m-19s-348448
7,10,H,H,4,0,2025-05-30--14h-04m-19s-348448
2,9,H,H,4,0,2025-05-30--14h-04m-19s-348448
2,12,H,H,4,0,2025-05-30--14h-04m-19s-348448
2,11,H,H,4,0,2025-05-30--14h-04m-19s-348448
2,10,H,H,4,0,2025-05-30--14h-04m-19s-348448
2,4,H,H,4,0,2025-05-30--14h-04m-19s-348448
2,7,H,H,4,0,2025-05-30--14h-04m-19s-348448
9,12,H,H,5,1,2025-05-30--14h-04m-19s-356509
9,11,H,H,5,0,2025-05-30--14h-04m-19s-356509
9,10,H,H,5,0,2025-05-30--14h-04m-19s-356509
11,12,H,H,5,0,2025-05-30--14h-04m-19s-356509
10,12,H,H,5,0,2025-05-30--14h-04m-19s-356509
10,11,H,H,5,0,2025-05-30--14h-04m-19s-356509
1,9,H,H,5,0,2025-05-30--14h-04m-19s-356509
1,12,H,H,5,0,2025-05-30--14h-04m-19s-356509
1,11,H,H,5,0,2025-05-30--14h-04m-19s-356509
1,10,H,H,5,0,2025-05-30--14h-04m-19s-356509
1,4,H,H,5,0,2025-05-30--14h-04m-19s-356509
1,7,H,H,5,0,2025-05-30--14h-04m-19s-356509
1,2,H,H,5,0,2025-05-30--14h-04m-19s-356509
4,9,H,H,5,0,2025-05-30--14h-04m-19s-356509
4,12,H,H,5,0,2025-05-30--14h-04m-19s-356509
4,11,H,H,5,0,2025-05-30--14h-04m-19s-356509
4,10,H,H,5,0,2025-05-30--14h-04m-19s-356509
4,7,H,H,5,0,2025-05-30--14h-04m-19s-356509
7,9,H,H,5,0,2025-05-30--14h-04m-19s-356509
7,12,H,H,5,0,2025-05-30--14h-04m-19s-356509
7,11,H,H,5,0,2025-05-30--14h-04m-19s-356509
7,10,H,H,5,0,2025-05-30--14h-04m-19s-356509
2,9,H,H,5,0,2025-05-30--14h-04m-19s-356509
2,12,H,H,5,0,2025-05-30--14h-04m-19s-356509
2,11,H,H,5,0,2025-05-30--14h-04m-19s-356509
2,10,H,H,5,0,2025-05-30--14h-04m-19s-356509
2,4,H,H,5,0,2025-05-30--14h-04m-19s-356509
2,7,H,H,5,0,2025-05-30--14h-04m-19s-356509
9,12,H,H,6,1,2025-05-30--14h-04m-19s-365892
9,11,H,H,6,0,2025-05-30--14h-04m-19s-365892
9,10,H,H,6,0,2025-05-30--14h-04m-19s-365892
11,12,H,H,6,0,2025-05-30--14h-04m-19s-365892
10,12,H,H,6,0,2025-05-30--14h-04m-19s-365892
10,11,H,H,6,0,2025-05-30--14h-04m-19s-365892
1,9,H,H,6,0,2025-05-30--14h-04m-19s-365892
1,12,H,H,6,0,2025-05-30--14h-04m-19s-365892
1,11,H,H,6,0,2025-05-30--14h-04m-19s-365892
1,10,H,H,6,0,2025-05-30--14h-04m-19s-365892
1,4,H,H,6,0,2025-05-30--14h-04m-19s-365892
1,7,H,H,6,0,2025-05-30--14h-04m-19s-365892
1,2,H,H,6,0,2025-05-30--14h-04m-19s-365892
4,9,H,H,6,0,2025-05-30--14h-04m-19s-365892
4,12,H,H,6,0,2025-05-30--14h-04m-19s-365892
4,11,H,H,6,0,2025-05-30--14h-04m-19s-365892
4,10,H,H,6,0,2025-05-30--14h-04m-19s-365892
4,7,H,H,6,0,2025-05-30--14h-04m-19s-365892
7,9,H,H,6,0,2025-05-30--14h-04m-19s-365892
7,12,H,H,6,0,2025-05-30--14h-04m-19s-365892
7,11,H,H,6,0,2025-05-30--14h-04m-19s-365892
7,10,H,H,6,0,2025-05-30--14h-04m-19s-365892
2,9,H,H,6,0,2025-05-30--14h-04m-19s-365892
2,12,H,H,6,0,2025-05-30--14h-04m-19s-365892
2,11,H,H,6,0,2025-05-30--14h-04m-19s-365892
2,10,H,H,6,0,2025-05-30--14h-04m-19s-365892
2,4,H,H,6,0,2025-05-30--14h-04m-19s-365892
2,7,H,H,6,0,2025-05-30--14h-04m-19s-365892
9,12,H,H,7,0,2025-05-30--14h-04m-19s-375672
9,11,H,H,7,0,2025-05-30--14h-04m-19s-375672
9,10,H,H,7,0,2025-05-30--14h-04m-19s-375672
11,12,H,H,7,0,2025-05-30--14h-04m-19s-375672
10,12,H,H,7,0,2025-05-30--14h-04m-19s-375672
10,11,H,H,7,0,2025-05-30--14h-04m-19s-375672
1,9,H,H,7,0,2025-05-30--14h-04m-19s-375672
1,12,H,H,7,0,2025-05-30--14h-04m-19s-375672
1,11,H,H,7,0,2025-05-30--14h-04m-19s-375672
1,10,H,H,7,0,2025-05-30--14h-04m-19s-375672
1,4,H,H,7,0,2025-05-30--14h-04m-19s-375672
1,7,H,H,7,0,2025-05-30--14h-04m-19s-375672
1,2,H,H,7,0,2025-05-30--14h-04m-19s-375672
4,9,H,H,7,0,2025-05-30--14h-04m-19s-375672
4,12,H,H,7,0,2025-05-30--14h-04m-19s-375672
4,11,H,H,7,0,2025-05-30--14h-04m-19s-375672
4,10,H,H,7,0,2025-05-30--14h-04m-19s-375672
4,7,H,H,7,0,2025-05-30--14h-04m-19s-375672
7,9,H,H,7,0,2025-05-30--14h-04m-19s-375672
7,12,H,H,7,0,2025-05-30--14h-04m-19s-375672
7,11,H,H,7,0,2025-05-30--14h-04m-19s-375672
7,10,H,H,7,0,2025-05-30--14h-04m-19s-375672
2,9,H,H,7,0,2025-05-30--14h-04m-19s-375672
2,12,H,H,7,0,2025-05-30--14h-04m-19s-375672
2,11,H,H,7,0,2025-05-30--14h-04m-19s-375672
2,10,H,H,7,0,2025-05-30--14h-04m-19s-375672
2,4,H,H,7,0,2025-05-30--14h-04m-19s-375672
2,7,H,H,7,0,2025-05-30--14h-04m-19s-375672
9,12,H,H,8,1,2025-05-30--14h-04m-19s-385149
9,11,H,H,8,0,2025-05-30--14h-04m-19s-385149
9,10,H,H,8,0,2025-05-30--14h-04m-19s-385149
11,12,H,H,8,0,2025-05-30--14h-04m-19s-385149
10,12,H,H,8,0,2025-05-30--14h-04m-19s-385149
10,11,H,H,8,0,2025-05-30--14h-04m-19s-385149
1,9,H,H,8,0,2025-05-30--14h-04m-19s-385149
1,12,H,H,8,0,2025-05-30--14h-04m-19s-385149
1,11,H,H,8,0,2025-05-30--14h-04m-19s-385149
1,10,H,H,8,0,2025-05-30--14h-04m-19s-385149
1,4,H,H,8,0,2025-05-30--14h-04m-19s-385149
1,7,H,H,8,0,2025-05-30--14h-04m-19s-385149
1,2,H,H,8,0,2025-05-30--14h-04m-19s-385149
4,9,H,H,8,0,2025-05-30--14h-04m-19s-385149
4,12,H,H,8,0,2025-05-30--14h-04m-19s-385149
4,11,H,H,8,0,2025-05-30--14h-04m-19s-385149
4,10,H,H,8,0,2025-05-30--14h-04m-19s-385149
4,7,H,H,8,0,2025-05-30--14h-04m-19s-385149
7,9,H,H,8,0,2025-05-30--14h-04m-19s-385149
7,12,H,H,8,0,2025-05-30--14h-04m-19s-385149
7,11,H,H,8,0,2025-05-30--14h-04m-19s-385149
7,10,H,H,8,0,2025-05-30--14h-04m-19s-385149
2,9,H,H,8,0,2025-05-30--14h-04m-19s-385149
2,12,H,H,8,0,2025-05-30--14h-04m-19s-385149
2,11,H,H,8,0,2025-05-30--14h-04m-19s-385149
2,10,H,H,8,0,2025-05-30--14h-04m-19s-385149
2,4,H,H,8,0,2025-05-30--14h-04m-19s-385149
2,7,H,H,8,0,2025-05-30--14h-04m-19s-385149
9,12,H,H,9,0,2025-05-30--14h-04m-19s-394498
9,11,H,H,9,0,2025-05-30--14h-04m-19s-394498
9,10,H,H,9,0,2025-05-30--14h-04m-19s-394498
11,12,H,H,9,0,2025-05-30--14h-04m-19s-394498
10,12,H,H,9,0,2025-05-30--14h-04m-19s-394498
10,11,H,H,9,0,2025-05-30--14h-04m-19s-394498
1,9,H,H,9,0,2025-05-30--14h-04m-19s-394498
1,12,H,H,9,0,2025-05-30--14h-04m-19s-394498
1,11,H,H,9,0,2025-05-30--14h-04m-19s-394498
1,10,H,H,9,0,2025-05-30--14h-04m-19s-394498
1,4,H,H,9,0,2025-05-30--14h-04m-19s-394498
1,7,H,H,9,0,2025-05-30--14h-04m-19s-394498
1,2,H,H,9,0,2025-05-30--14h-04m-19s-394498
4,9,H,H,9,0,2025-05-30--14h-04m-19s-394498
4,12,H,H,9,0,2025-05-30--14h-04m-19s-394498
4,11,H,H,9,0,2025-05-30--14h-04m-19s-394498
4,10,H,H,9,0,2025-05-30--14h-04m-19s-394498
4,7,H,H,9,0,2025-05-30--14h-04m-19s-394498
7,9,H,H,9,0,2025-05-30--14h-04m-19s-394498
7,12,H,H,9,0,2025-05-30--14h-04m-19s-394498
7,11,H,H,9,0,2025-05-30--14h-04m-19s-394498
7,10,H,H,9,0,2025-05-30--14h-04m-19s-394498
2,9,H,H,9,0,2025-05-30--14h-04m-19s-394498
2,12,H,H,9,0,2025-05-30--14h-04m-19s-394498
2,11,H,H,9,0,2025-05-30--14h-04m-19s-394498
2,10,H,H,9,0,2025-05-30--14h-04m-19s-394498
2,4,H,H,9,0,2025-05-30--14h-04m-19s-394498
2,7,H,H,9,0,2025-05-30--14h-04m-19s-394498
9,12,H,H,11,0,2025-05-30--14h-04m-19s-413082
9,11,H,H,11,0,2025-05-30--14h-04m-19s-413082
9,10,H,H,11,0,2025-05-30--14h-04m-19s-413082
11,12,H,H,11,0,2025-05-30--14h-04m-19s-413082
10,12,H,H,11,0,2025-05-30--14h-04m-19s-413082
10,11,H,H,11,0,2025-05-30--14h-04m-19s-413082
1,9,H,H,11,0,2025-05-30--14h-04m-19s-413082
1,12,H,H,11,0,2025-05-30--14h-04m-19s-413082
1,11,H,H,11,0,2025-05-30--14h-04m-19s-413082
1,10,H,H,11,0,2025-05-30--14h-04m-19s-413082
1,4,H,H,11,1,2025-05-30--14h-04m-19s-413082
1,7,H,H,11,0,2025-05-30--14h-04m-19s-413082
1,2,H,H,11,0,2025-05-30--14h-04m-19s-413082
4,9,H,H,11,0,2025-05-30--14h-04m-19s-413082
4,12,H,H,11,0,2025-05-30--14h-04m-19s-413082
4,11,H,H,11,0,2025-05-30--14h-04m-19s-413082
4,10,H,H,11,0,2025-05-30--14h-04m-19s-413082
4,7,H,H,11,0,2025-05-30--14h-04m-19s-413082
7,9,H,H,11,0,2025-05-30--14h-04m-19s-413082
7,12,H,H,11,0,2025-05-30--14h-04m-19s-413082
7,11,H,H,11,0,2025-05-30--14h-04m-19s-413082
7,10,H,H,11,0,2025-05-30--14h-04m-19s-413082
2,9,H,H,11,0,2025-05-30--14h-04m-19s-413082
2,12,H,H,11,0,2025-05-30--14h-04m-19s-413082
2,11,H,H,11,0,2025-05-30--14h-04m-19s-413082
2,10,H,H,11,0,2025-05-30--14h-04m-19s-413082
2,4,H,H,11,0,2025-05-30--14h-04m-19s-413082
2,7,H,H,11,0,2025-05-30--14h-04m-19s-413082
9,12,H,H,12,0,2025-05-30--14h-04m-19s-421826
9,11,H,H,12,0,2025-05-30--14h-04m-19s-421826
9,10,H,H,12,0,2025-05-30--14h-04m-19s-421826
11,12,H,H,12,0,2025-05-30--14h-04m-19s-421826
10,12,H,H,12,0,2025-05-30--14h-04m-19s-421826
10,11,H,H,12,0,2025-05-30--14h-04m-19s-421826
1,9,H,H,12,0,2025-05-30--14h-04m-19s-421826
1,12,H,H,12,0,2025-05-30--14h-04m-19s-421826
1,11,H,H,12,0,2025-05-30--14h-04m-19s-421826
1,10,H,H,12,0,2025-05-30--14h-04m-19s-421826
1,4,H,H,12,1,2025-05-30--14h-04m-19s-421826
1,7,H,H,12,0,2025-05-30--14h-04m-19s-421826
1,2,H,H,12,0,2025-05-30--14h-04m-19s-421826
4,9,H,H,12,0,2025-05-30--14h-04m-19s-421826
4,12,H,H,12,0,2025-05-30--14h-04m-19s-421826
4,11,H,H,12,0,2025-05-30--14h-04m-19s-421826
4,10,H,H,12,0,2025-05-30--14h-04m-19s-421826
4,7,H,H,12,0,2025-05-30--14h-04m-19s-421826
7,9,H,H,12,0,2025-05-30--14h-04m-19s-421826
7,12,H,H,12,0,2025-05-30--14h-04m-19s-421826
7,11,H,H,12,0,2025-05-30--14h-04m-19s-421826
7,10,H,H,12,0,2025-05-30--14h-04m-19s-421826
2,9,H,H,12,0,2025-05-30--14h-04m-19s-421826
2,12,H,H,12,0,2025-05-30--14h-04m-19s-421826
2,11,H,H,12,0,2025-05-30--14h-04m-19s-421826
2,10,H,H,12,0,2025-05-30--14h-04m-19s-421826
2,4,H,H,12,0,2025-05-30--14h-04m-19s-421826
2,7,H,H,12,0,2025-05-30--14h-04m-19s-421826
9,12,H,H,13,0,2025-05-30--14h-04m-19s-431555
9,11,H,H,13,0,2025-05-30--14h-04m-19s-431555
9,10,H,H,13,0,2025-05-30--14h-04m-19s-431555
11,12,H,H,13,0,2025-05-30--14h-04m-19s-431555
10,12,H,H,13,0,2025-05-30--14h-04m-19s-431555
10,11,H,H,13,0,2025-05-30--14h-04m-19s-431555
1,9,H,H,13,0,2025-05-30--14h-04m-19s-431555
1,12,H,H,13,0,2025-05-30--14h-04m-19s-431555
1,11,H,H,13,0,2025-05-30--14h-04m-19s-431555
1,10,H,H,13,0,2025-05-30--14h-04m-19s-431555
1,4,H,H,13,0,2025-05-30--14h-04m-19s-431555
1,7,H,H,13,0,2025-05-30--14h-04m-19s-431555
1,2,H,H,13,0,2025-05-30--14h-04m-19s-431555
4,9,H,H,13,0,2025-05-30--14h-04m-19s-431555
4,12,H,H,13,0,2025-05-30--14h-04m-19s-431555
4,11,H,H,13,0,2025-05-30--14h-04m-19s-431555
4,10,H,H,13,0,2025-05-30--14h-04m-19s-431555
4,7,H,H,13,0,2025-05-30--14h-04m-19s-431555
7,9,H,H,13,0,2025-05-30--14h-04m-19s-431555
7,12,H,H,13,0,2025-05-30--14h-04m-19s-431555
7,11,H,H,13,0,2025-05-30--14h-04m-19s-431555
7,10,H,H,13,0,2025-05-30--14h-04m-19s-431555
2,9,H,H,13,0,2025-05-30--14h-04m-19s-431555
2,12,H,H,13,0,2025-05-30--14h-04m-19s-431555
2,11,H,H,13,0,2025-05-30--14h-04m-19s-431555
2,10,H,H,13,0,2025-05-30--14h-04m-19s-431555
2,4,H,H,13,0,2025-05-30--14h-04m-19s-431555
2,7,H,H,13,0,2025-05-30--14h-04m-19s-431555
9,12,H,H,14,0,2025-05-30--14h-04m-19s-440837
9,11,H,H,14,0,2025-05-30--14h-04m-19s-440837
9,10,H,H,14,1,2025-05-30--14h-04m-19s-440837
11,12,H,H,14,0,2025-05-30--14h-04m-19s-440837
10,12,H,H,14,0,2025-05-30--14h-04m-19s-440837
10,11,H,H,14,0,2025-05-30--14h-04m-19s-440837
1,9,H,H,14,0,2025-05-30--14h-04m-19s-440837
1,12,H,H,14,0,2025-05-30--14h-04m-19s-440837
1,11,H,H,14,0,2025-05-30--14h-04m-19s-440837
1,10,H,H,14,0,2025-05-30--14h-04m-19s-440837
1,4,H,H,14,0,2025-05-30--14h-04m-19s-440837
1,7,H,H,14,0,2025-05-30--14h-04m-19s-440837
1,2,H,H,14,0,2025-05-30--14h-04m-19s-440837
4,9,H,H,14,0,2025-05-30--14h-04m-19s-440837
4,12,H,H,14,0,2025-05-30--14h-04m-19s-440837
4,11,H,H,14,0,2025-05-30--14h-04m-19s-440837
4,10,H,H,14,0,2025-05-30--14h-04m-19s-440837
4,7,H,H,14,0,2025-05-30--14h-04m-19s-440837
7,9,H,H,14,0,2025-05-30--14h-04m-19s-440837
7,12,H,H,14,0,2025-05-30--14h-04m-19s-440837
7,11,H,H,14,0,2025-05-30--14h-04m-19s-440837
7,10,H,H,14,0,2025-05-30--14h-04m-19s-440837
2,9,H,H,14,0,2025-05-30--14h-04m-19s-440837
2,12,H,H,14,0,2025-05-30--14h-04m-19s-440837
2,11,H,H,14,0,2025-05-30--14h-04m-19s-440837
2,10,H,H,14,0,2025-05-30--14h-04m-19s-440837
2,4,H,H,14,0,2025-05-30--14h-04m-19s-440837
2,7,H,H,14,0,2025-05-30--14h-04m-19s-440837
9,12,H,H,15,0,2025-05-30--14h-04m-19s-450623
9,11,H,H,15,0,2025-05-30--14h-04m-19s-450623
9,10,H,H,15,0,2025-05-30--14h-04m-19s-450623
11,12,H,H,15,0,2025-05-30--14h-04m-19s-450623
10,12,H,H,15,0,2025-05-30--14h-04m-19s-450623
10,11,H,H,15,0,2025-05-30--14h-04m-19s-450623
1,9,H,H,15,0,2025-05-30--14h-04m-19s-450623
1,12,H,H,15,0,2025-05-30--14h-04m-19s-450623
1,11,H,H,15,0,2025-05-30--14h-04m-19s-450623
1,10,H,H,15,0,2025-05-30--14h-04m-19s-450623
1,4,H,H,15,0,2025-05-30--14h-04m-19s-450623
1,7,H,H,15,0,2025-05-30--14h-04m-19s-450623
1,2,H,H,15,0,2025-05-30--14h-04m-19s-450623
4,9,H,H,15,0,2025-05-30--14h-04m-19s-450623
4,12,H,H,15,0,2025-05-30--14h-04m-19s-450623
4,11,H,H,15,0,2025-05-30--14h-04m-19s-450623
4,10,H,H,15,0,2025-05-30--14h-04m-19s-450623
4,7,H,H,15,0,2025-05-30--14h-04m-19s-450623
7,9,H,H,15,0,2025-05-30--14h-04m-19s-450623
7,12,H,H,15,0,2025-05-30--14h-04m-19s-450623
7,11,H,H,15,0,2025-05-30--14h-04m-19s-450623
7,10,H,H,15,0,2025-05-30--14h-04m-19s-450623
2,9,H,H,15,0,2025-05-30--14h-04m-19s-450623
2,12,H,H,15,0,2025-05-30--14h-04m-19s-450623
2,11,H,H,15,0,2025-05-30--14h-04m-19s-450623
2,10,H,H,15,0,2025-05-30--14h-04m-19s-450623
2,4,H,H,15,0,2025-05-30--14h-04m-19s-450623
2,7,H,H,15,0,2025-05-30--14h-04m-19s-450623
9,12,H,H,16,0,2025-05-30--14h-04m-19s-459671
9,11,H,H,16,0,2025-05-30--14h-04m-19s-459671
9,10,H,H,16,0,2025-05-30--14h-04m-19s-459671
11,12,H,H,16,0,2025-05-30--14h-04m-19s-459671
10,12,H,H,16,0,2025-05-30--14h-04m-19s-459671
10,11,H,H,16,0,2025-05-30--14h-04m-19s-459671
1,9,H,H,16,0,2025-05-30--14h-04m-19s-459671
1,12,H,H,16,0,2025-05-30--14h-04m-19s-459671
1,11,H,H,16,0,2025-05-30--14h-04m-19s-459671
1,10,H,H,16,0,2025-05-30--14h-04m-19s-459671
1,4,H,H,16,0,2025-05-30--14h-04m-19s-459671
1,7,H,H,16,0,2025-05-30--14h-04m-19s-459671
1,2,H,H,16,0,2025-05-30--14h-04m-19s-459671
4,9,H,H,16,0,2025-05-30--14h-04m-19s-459671
4,12,H,H,16,0,2025-05-30--14h-04m-19s-459671
4,11,H,H,16,0,2025-05-30--14h-04m-19s-459671
4,10,H,H,16,0,2025-05-30--14h-04m-19s-459671
4,7,H,H,16,0,2025-05-30--14h-04m-19s-459671
7,9,H,H,16,0,2025-05-30--14h-04m-19s-459671
7,12,H,H,16,0,2025-05-30--14h-04m-19s-459671
7,11,H,H,16,0,2025-05-30--14h-04m-19s-459671
7,10,H,H,16,0,2025-05-30--14h-04m-19s-459671
2,9,H,H,16,0,2025-05-30--14h-04m-19s-459671
2,12,H,H,16,0,2025-05-30--14h-04m-19s-459671
2,11,H,H,16,0,2025-05-30--14h-04m-19s-459671
2,10,H,H,16,0,2025-05-30--14h-04m-19s-459671
2,4,H,H,16,0,2025-05-30--14h-04m-19s-459671
2,7,H,H,16,0,2025-05-30--14h-04m-19s-459671
9,12,H,H,17,0,2025-05-30--14h-04m-19s-468729
9,11,H,H,17,0,2025-05-30--14h-04m-19s-468729
9,10,H,H,17,0,2025-05-30--14h-04m-19s-468729
11,12,H,H,17,0,2025-05-30--14h-04m-19s-468729
10,12,H,H,17,0,2025-05-30--14h-04m-19s-468729
10,11,H,H,17,0,2025-05-30--14h-04m-19s-468729
1,9,H,H,17,0,2025-05-30--14h-04m-19s-468729
1,12,H,H,17,0,2025-05-30--14h-04m-19s-468729
1,11,H,H,17,0,2025-05-30--14h-04m-19s-468729
1,10,H,H,17,0,2025-05-30--14h-04m-19s-468729
1,4,H,H,17,1,2025-05-30--14h-04m-19s-468729
1,7,H,H,17,0,2025-05-30--14h-04m-19s-468729
1,2,H,H,17,0,2025-05-30--14h-04m-19s-468729
4,9,H,H,17,0,2025-05-30--14h-04m-19s-468729
4,12,H,H,17,0,2025-05-30--14h-04m-19s-468729
4,11,H,H,17,0,2025-05-30--14h-04m-19s-468729
4,10,H,H,17,0,2025-05-30--14h-04m-19s-468729
4,7,H,H,17,0,2025-05-30--14h-04m-19s-468729
7,9,H,H,17,0,2025-05-30--14h-04m-19s-468729
7,12,H,H,17,0,2025-05-30--14h-04m-19s-468729
7,11,H,H,17,0,2025-05-30--14h-04m-19s-468729
7,10,H,H,17,0,2025-05-30--14h-04m-19s-468729
2,9,H,H,17,0,2025-05-30--14h-04m-19s-468729
2,12,H,H,17,0,2025-05-30--14h-04m-19s-468729
2,11,H,H,17,0,2025-05-30--14h-04m-19s-468729
2,10,H,H,17,0,2025-05-30--14h-04m-19s-468729
2,4,H,H,17,0,2025-05-30--14h-04m-19s-468729
2,7,H,H,17,0,2025-05-30--14h-04m-19s-468729
