Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,96132,450,133618,1091,229750,1541
1,D,49182,57186,63845,55509,113027,112695
2,R,47942,58739,62178,57309,110120,116048
3,V,269,115997,833,103946,1102,219943
4,A,47045,59578,64828,56022,111873,115600
5,L,48227,58165,64968,55584,113195,113749
