,Measurement Basis,TT,TR,RT,RR
0,H,65585,11601,76605,9514
1,D,63365,15653,71456,14199
2,R,36413,46373,55400,26633
3,V,10206,76866,15440,54041
4,A,12594,73722,15715,55023
5,L,39310,42920,30939,43818
