,Measurement Basis,TT,TR,RT,RR
0,H,136920,6463,169676,6297
1,D,84167,61607,84383,73073
2,R,96378,48618,116058,48532
3,V,6014,142283,11430,128358
4,A,59215,87388,90060,69481
5,L,45896,100815,55465,96978
