Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,136920,6463,169676,6297,306596,12760
1,D,84167,61607,84383,73073,168550,134680
2,R,96378,48618,116058,48532,212436,97150
3,V,6014,142283,11430,128358,17444,270641
4,A,59215,87388,90060,69481,149275,156869
5,L,45896,100815,55465,96978,101361,197793
