Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,273,116993,736,102115,1009,219108
1,D,51374,57837,71435,49406,122809,107243
2,R,50617,58483,72874,48937,123491,107420
3,V,98991,483,131681,1129,230672,1612
4,A,48065,60719,63987,53844,112052,114563
5,L,49721,60702,66344,53907,116065,114609
