,Measurement Basis,TT,TR,RT,RR
0,H,273,116993,736,102115
1,D,51374,57837,71435,49406
2,R,50617,58483,72874,48937
3,V,98991,483,131681,1129
4,A,48065,60719,63987,53844
5,L,49721,60702,66344,53907
