,Measurement Basis,TT,TR,RT,RR
0,H,142188,956,169427,1328
1,D,71177,74983,81921,71463
2,R,69284,77314,76369,76172
3,V,587,147341,1156,132434
4,A,71392,74156,83462,70575
5,L,73222,72544,85930,68840
