Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,142188,956,169427,1328,311615,2284
1,D,71177,74983,81921,71463,153098,146446
2,R,69284,77314,76369,76172,145653,153486
3,V,587,147341,1156,132434,1743,279775
4,A,71392,74156,83462,70575,154854,144731
5,L,73222,72544,85930,68840,159152,141384
