Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,75093,12712,73601,11623,148694,24335
1,D,45463,43373,30106,45386,75569,88759
2,R,72692,15240,70508,14603,143200,29843
3,V,12196,76143,13956,55764,26152,131907
4,A,42082,47647,56621,24868,98703,72515
5,L,14269,74858,15283,57003,29552,131861
