Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,131322,533,130353,1147,261675,1680
1,D,65061,67694,60776,53471,125837,121165
2,R,66299,67067,60587,54228,126886,121295
3,V,296,132094,671,95424,967,227518
4,A,65750,66206,65395,50499,131145,116705
5,L,65970,67976,63782,51757,129752,119733
