,Measurement Basis,TT,TR,RT,RR
0,H,74096,12870,72359,12113
1,D,33706,53340,20031,51243
2,R,70662,16436,63067,19730
3,V,12280,75322,13291,55386
4,A,51186,35043,65553,17256
5,L,15134,72573,21654,49984
